Entity,Code,Year,"GDP, PPP (constant 2017 international $)",Annual CO₂ emissions,Annual consumption-based CO₂ emissions
Spain,ESP,2007,1.7874E+12,368985600,429227100
Spain,ESP,2008,1.80326E+12,337182430,394258180
Spain,ESP,2009,1.7354E+12,297747800,345892300
Spain,ESP,2010,1.73823E+12,284282700,328074460
Spain,ESP,2011,1.72407E+12,285132260,321240200
Spain,ESP,2012,1.67305E+12,279384960,296280860
Spain,ESP,2013,1.64903E+12,253102700,276692540
Spain,ESP,2014,1.67185E+12,255459100,282695420
Spain,ESP,2015,1.73597E+12,272164670,283268580
Spain,ESP,2016,1.78859E+12,261227660,275334720
Spain,ESP,2017,1.84178E+12,275053200,295401730
Spain,ESP,2018,1.88393E+12,270052300,298612600
Spain,ESP,2019,1.92322E+12,251825150,283164540
Spain,ESP,2020,1.71507E+12,213339730,253361400
Spain,ESP,2021,,233649540,
Sri Lanka,LKA,1990,67194691584,3830820,6317322
Sri Lanka,LKA,1991,70285639680,4138236,6975086
Sri Lanka,LKA,1992,73378201600,5106336,7946049.5
Sri Lanka,LKA,1993,78441340928,4975431,7973566
Sri Lanka,LKA,1994,82833997824,5435205,8702040
Sri Lanka,LKA,1995,87389937664,5814277,9291988
Sri Lanka,LKA,1996,90710720512,6970579,10163544
Sri Lanka,LKA,1997,96521109504,7520293,10302686
Sri Lanka,LKA,1998,1.01056E+11,7735926,11046830
Sri Lanka,LKA,1999,1.05402E+11,8516617,13946591
Sri Lanka,LKA,2000,1.11726E+11,10134099,18520142
Sri Lanka,LKA,2001,1.1E+11,10326369,19149966
Sri Lanka,LKA,2002,1.14361E+11,10948020,21059048
Sri Lanka,LKA,2003,1.21154E+11,10953041,17699604
Sri Lanka,LKA,2004,1.27751E+11,12147363,20117654
Sri Lanka,LKA,2005,1.35725E+11,11935225,20370636
Sri Lanka,LKA,2006,1.46133E+11,11792541,20912658
Sri Lanka,LKA,2007,1.56065E+11,12151910,19429574
Sri Lanka,LKA,2008,1.65351E+11,11987291,20768854
Sri Lanka,LKA,2009,1.71203E+11,12944645,19202886
Sri Lanka,LKA,2010,1.84926E+11,13050987,22281964
Sri Lanka,LKA,2011,2.00469E+11,14886152,29824186
Sri Lanka,LKA,2012,2.18801E+11,15798102,29723562
Sri Lanka,LKA,2013,2.26231E+11,14679056,30747222
Sri Lanka,LKA,2014,2.37453E+11,17690986,32484260
Sri Lanka,LKA,2015,2.49344E+11,19830282,34991930
Sri Lanka,LKA,2016,2.60531E+11,23023608,38667732
Sri Lanka,LKA,2017,2.69854E+11,23030452,37108372
Sri Lanka,LKA,2018,2.78683E+11,20994534,36363730
Sri Lanka,LKA,2019,2.84968E+11,22220114,36964156
Sri Lanka,LKA,2020,2.74797E+11,21703680,36778684
Sri Lanka,LKA,2021,,20780910,
Sub-Saharan Africa,,1990,1.53403E+12,,
Sub-Saharan Africa,,1991,1.54271E+12,,
Sub-Saharan Africa,,1992,1.53782E+12,,
Sub-Saharan Africa,,1993,1.52757E+12,,
Sub-Saharan Africa,,1994,1.54476E+12,,
Sub-Saharan Africa,,1995,1.59944E+12,,
Sub-Saharan Africa,,1996,1.68297E+12,,
Sub-Saharan Africa,,1997,1.74809E+12,,
Sub-Saharan Africa,,1998,1.79223E+12,,
Sub-Saharan Africa,,1999,1.83333E+12,,
Sub-Saharan Africa,,2000,1.89608E+12,,
Sub-Saharan Africa,,2001,1.97678E+12,,
Sub-Saharan Africa,,2002,2.09357E+12,,
Sub-Saharan Africa,,2003,2.17722E+12,,
Sub-Saharan Africa,,2004,2.31906E+12,,
Sub-Saharan Africa,,2005,2.4591E+12,,
Sub-Saharan Africa,,2006,2.60959E+12,,
Sub-Saharan Africa,,2007,2.77143E+12,,
Sub-Saharan Africa,,2008,2.91512E+12,,
Sub-Saharan Africa,,2009,3.00165E+12,,
Sub-Saharan Africa,,2010,3.17898E+12,,
Sub-Saharan Africa,,2011,3.32031E+12,,
Sub-Saharan Africa,,2012,3.44219E+12,,
Sub-Saharan Africa,,2013,3.61374E+12,,
Sub-Saharan Africa,,2014,3.79041E+12,,
Sub-Saharan Africa,,2015,3.90459E+12,,
Sub-Saharan Africa,,2016,3.96863E+12,,
Sub-Saharan Africa,,2017,4.07612E+12,,
Sub-Saharan Africa,,2018,4.19326E+12,,
Sub-Saharan Africa,,2019,4.30597E+12,,
Sub-Saharan Africa,,2020,4.22436E+12,,
Sudan,SDN,1990,76223791104,4768885,
Sudan,SDN,1991,81948893184,4466480,
Sudan,SDN,1992,87339376640,3989272,
Sudan,SDN,1993,91329699840,2746330,
Sudan,SDN,1994,92248678400,3784971,
Sudan,SDN,1995,97780924416,3902880,
Sudan,SDN,1996,1.03569E+11,4027584,
Sudan,SDN,1997,1.14513E+11,4940026,
Sudan,SDN,1998,1.19446E+11,4285317,
Sudan,SDN,1999,1.23154E+11,4645209,
Sudan,SDN,2000,1.30969E+11,5055397,
Sudan,SDN,2001,1.39483E+11,5817098,
Sudan,SDN,2002,1.47861E+11,7417876,
Sudan,SDN,2003,1.57159E+11,8284643,
Sudan,SDN,2004,1.65239E+11,10470832,
Sudan,SDN,2005,1.74564E+11,10028067,
Sudan,SDN,2006,1.85966E+11,10983681,
Sudan,SDN,2007,1.96631E+11,12904736,
Sudan,SDN,2008,2.04195E+11,13634101,
Sudan,SDN,2009,1.98544E+11,14188878,
Sudan,SDN,2010,2.06204E+11,14397601,
Sudan,SDN,2011,1.99577E+11,14016871,
Sudan,SDN,2012,1.6564E+11,15213415,
Sudan,SDN,2013,1.68878E+11,17007850,
Sudan,SDN,2014,1.7675E+11,17535628,
Sudan,SDN,2015,1.80127E+11,21189522,
Sudan,SDN,2016,1.86373E+11,20037708,
Sudan,SDN,2017,1.87695E+11,22431576,
Sudan,SDN,2018,1.82663E+11,21864312,
Sudan,SDN,2019,1.78684E+11,21952048,
Sudan,SDN,2020,1.72198E+11,20035506,
Sudan,SDN,2021,,21038216,
Suriname,SUR,1990,5627354112,1737368,
Suriname,SUR,1991,5779292672,2023142.1,
Suriname,SUR,1992,5802409984,2030452,
Suriname,SUR,1993,5413648384,2037761.9,
Suriname,SUR,1994,5597712384,2042253,
Suriname,SUR,1995,5597712384,2060550.9,
Suriname,SUR,1996,5653689856,2082514,
Suriname,SUR,1997,5975949824,2104476,
Suriname,SUR,1998,6113396736,2104454,
Suriname,SUR,1999,6027809280,2122753,
Suriname,SUR,2000,6154393088,2192347,
Suriname,SUR,2001,6412877824,2362832,
Suriname,SUR,2002,6592438272,1560114,
Suriname,SUR,2003,7007761920,1537767,
Suriname,SUR,2004,7603421696,1555785,
Suriname,SUR,2005,7945575936,1588520,
Suriname,SUR,2006,8405906432,1738560,
Suriname,SUR,2007,8835572736,1756384,
Suriname,SUR,2008,9201667072,1935232,
Suriname,SUR,2009,9478977536,1994368,
Suriname,SUR,2010,9968928768,2373720,
Suriname,SUR,2011,10552048640,2447272,
Suriname,SUR,2012,10835935232,2184304,
Suriname,SUR,2013,11153801216,2839612,
Suriname,SUR,2014,11182299136,2885522,
Suriname,SUR,2015,10800860160,2409202,
Suriname,SUR,2016,10269913088,2349171,
Suriname,SUR,2017,10430862336,2111302,
Suriname,SUR,2018,10947009536,1869478,
Suriname,SUR,2019,11067258880,2682870,
Suriname,SUR,2020,9306685440,2607637,
Suriname,SUR,2021,,2793206,
Sweden,SWE,1990,2.92343E+11,57580090,85608850
Sweden,SWE,1991,2.88992E+11,57950550,84809230
Sweden,SWE,1992,2.85644E+11,57688900,93701736
Sweden,SWE,1993,2.79744E+11,57725988,87152530
Sweden,SWE,1994,2.90738E+11,60186576,86360270
Sweden,SWE,1995,3.02179E+11,59605076,85343830
Sweden,SWE,1996,3.06952E+11,63521836,90818930
Sweden,SWE,1997,3.16377E+11,58425370,86012200
Sweden,SWE,1998,3.30018E+11,58893228,87703290
Sweden,SWE,1999,3.44035E+11,56031844,82111250
Sweden,SWE,2000,3.60433E+11,54890664,85723550
Sweden,SWE,2001,3.65657E+11,55821960,79898536
Sweden,SWE,2002,3.7369E+11,56791590,82010344
Sweden,SWE,2003,3.82322E+11,57371496,87980190
Sweden,SWE,2004,3.98903E+11,56682884,87588730
Sweden,SWE,2005,4.10306E+11,54066084,91480520
Sweden,SWE,2006,4.29438E+11,53885096,92691140
Sweden,SWE,2007,4.44207E+11,53151970,91995530
Sweden,SWE,2008,4.42206E+11,51070464,90241360
Sweden,SWE,2009,4.23015E+11,47421460,77456550
Sweden,SWE,2010,4.48193E+11,53287344,86304840
Sweden,SWE,2011,4.62515E+11,49405180,84423950
Sweden,SWE,2012,4.59794E+11,46918584,77642850
Sweden,SWE,2013,4.65255E+11,45351340,74285180
Sweden,SWE,2014,4.77621E+11,43477930,73260056
Sweden,SWE,2015,4.99062E+11,43741732,71653650
Sweden,SWE,2016,5.09396E+11,43415984,71356344
Sweden,SWE,2017,5.22477E+11,42704240,72561464
Sweden,SWE,2018,5.32665E+11,42094908,72802590
Sweden,SWE,2019,5.43245E+11,40982492,68871920
Sweden,SWE,2020,5.27229E+11,36515104,61549804
Sweden,SWE,2021,,35848948,
Switzerland,CHE,1990,3.7828E+11,44159880,85731890
Switzerland,CHE,1991,3.74816E+11,46133384,88132540
Switzerland,CHE,1992,3.74652E+11,46016510,95741280
Switzerland,CHE,1993,3.7418E+11,43611868,87294270
Switzerland,CHE,1994,3.78931E+11,42676628,86492090
Switzerland,CHE,1995,3.80753E+11,43419264,90327550
Switzerland,CHE,1996,3.82634E+11,44107436,107671440
Switzerland,CHE,1997,3.91316E+11,43047480,95869080
Switzerland,CHE,1998,4.03311E+11,44622852,116584904
Switzerland,CHE,1999,4.10351E+11,44445644,105558770
Switzerland,CHE,2000,4.26668E+11,43622370,88926216
Switzerland,CHE,2001,4.33392E+11,45077500,106772070
Switzerland,CHE,2002,4.33368E+11,43463864,97114280
Switzerland,CHE,2003,4.33165E+11,44647716,95314780
Switzerland,CHE,2004,4.45387E+11,45238264,99607240
Switzerland,CHE,2005,4.58226E+11,45778556,108835496
Switzerland,CHE,2006,4.76624E+11,45373348,117760300
Switzerland,CHE,2007,4.95668E+11,43368760,107798450
Switzerland,CHE,2008,5.09326E+11,44710572,106917544
Switzerland,CHE,2009,4.98734E+11,43538550,104847624
Switzerland,CHE,2010,5.15033E+11,45045708,101468710
Switzerland,CHE,2011,5.24924E+11,40985230,104560000
Switzerland,CHE,2012,5.31314E+11,42253030,151167000
Switzerland,CHE,2013,5.40993E+11,43187724,142076260
Switzerland,CHE,2014,5.5423E+11,39233630,140140590
Switzerland,CHE,2015,5.63418E+11,38731820,144270610
Switzerland,CHE,2016,5.74941E+11,39185340,162504540
Switzerland,CHE,2017,5.84052E+11,38178644,128575310
Switzerland,CHE,2018,6.01089E+11,36873816,125079610
Switzerland,CHE,2019,6.08368E+11,36733064,120950020
Switzerland,CHE,2020,5.93811E+11,34240970,106739656
Switzerland,CHE,2021,,34931692,
Syria,SYR,1990,,37045332,
Syria,SYR,1991,,42200812,
Syria,SYR,1992,,42561740,
Syria,SYR,1993,,45221630,
Syria,SYR,1994,,46190068,
Syria,SYR,1995,,41200148,
Syria,SYR,1996,,42322200,
Syria,SYR,1997,,45377970,
Syria,SYR,1998,,49756320,
Syria,SYR,1999,,51772172,
Syria,SYR,2000,,50481212,
Syria,SYR,2001,,48139900,
Syria,SYR,2002,,38439424,
Syria,SYR,2003,,53581772,
Syria,SYR,2004,,50384732,
Syria,SYR,2005,,49881564,
Syria,SYR,2006,,52841500,
Syria,SYR,2007,,65718964,
Syria,SYR,2008,,66876692,
Syria,SYR,2009,,61562260,
Syria,SYR,2010,,60716516,
Syria,SYR,2011,,57784696,
Syria,SYR,2012,,47803108,
Syria,SYR,2013,,34013604,
Syria,SYR,2014,,30921062,
Syria,SYR,2015,,28585120,
Syria,SYR,2016,,29002530,
Syria,SYR,2017,,32613288,
Syria,SYR,2018,,30229894,
Syria,SYR,2019,,27478970,
Syria,SYR,2020,,26159826,
Syria,SYR,2021,,27000770,
Taiwan,TWN,1990,,124079000,174953460
Taiwan,TWN,1991,,133597000,175074060
Taiwan,TWN,1992,,142182000,219573860
Taiwan,TWN,1993,,153801000,208627840
Taiwan,TWN,1994,,161168000,209595140
Taiwan,TWN,1995,,168880000,215940500
Taiwan,TWN,1996,,176787000,200277170
Taiwan,TWN,1997,,190548000,219381170
Taiwan,TWN,1998,,200162990,217140590
Taiwan,TWN,1999,,207798990,225196980
Taiwan,TWN,2000,,226983000,277969120
Taiwan,TWN,2001,,229927000,253250510
Taiwan,TWN,2002,,237650000,260331940
Taiwan,TWN,2003,,248401010,267515250
Taiwan,TWN,2004,,257882990,307251420
Taiwan,TWN,2005,,266459980,301815840
Taiwan,TWN,2006,,276159000,307090980
Taiwan,TWN,2007,,279800000,289460960
Taiwan,TWN,2008,,266595000,282589250
Taiwan,TWN,2009,,252505010,243647730
Taiwan,TWN,2010,,270148000,293436200
Taiwan,TWN,2011,,276282980,305011360
Taiwan,TWN,2012,,272756000,283053700
Taiwan,TWN,2013,,273797000,290810340
Taiwan,TWN,2014,,276311000,294384930
Taiwan,TWN,2015,,275836000,277654270
Taiwan,TWN,2016,,279705000,280989470
Taiwan,TWN,2017,,284821020,289437760
Taiwan,TWN,2018,,282842980,292681900
Taiwan,TWN,2019,,273515000,290337400
Taiwan,TWN,2020,,264267180,277417280
Taiwan,TWN,2021,,282856060,
Tajikistan,TJK,1990,21625907200,12054125,5158789
Tajikistan,TJK,1991,20090468352,9739143,4464973.5
Tajikistan,TJK,1992,14264231936,7308103,5018089.5
Tajikistan,TJK,1993,11924897792,5170596,3232535.8
Tajikistan,TJK,1994,9384894464,2355098,1644477.5
Tajikistan,TJK,1995,8219636224,2445277,818170.8
Tajikistan,TJK,1996,6846957056,2823798,4161511.8
Tajikistan,TJK,1997,6962032128,2150084,3106568.2
Tajikistan,TJK,1998,7331915776,2496671,3791836.8
Tajikistan,TJK,1999,7603163648,2517199,3369983.5
Tajikistan,TJK,2000,8236075520,2233862,5405116
Tajikistan,TJK,2001,9025160192,2287606,5453889
Tajikistan,TJK,2002,9999878144,1877243,6843108
Tajikistan,TJK,2003,11099865088,2070857,5552797.5
Tajikistan,TJK,2004,12243150848,2560492,5514166
Tajikistan,TJK,2005,13063441408,2439487,6495509
Tajikistan,TJK,2006,13977882624,2655168,7686675.5
Tajikistan,TJK,2007,15068157952,3227096,5296597.5
Tajikistan,TJK,2008,16258541568,2896020,6455143
Tajikistan,TJK,2009,16892624896,2443974,5835529
Tajikistan,TJK,2010,17990645760,2536415,7980788.5
Tajikistan,TJK,2011,19321954304,2340736,7727700
Tajikistan,TJK,2012,20771100672,2933412,6604190
Tajikistan,TJK,2013,22308161536,2906893,11843153
Tajikistan,TJK,2014,23802808320,4600122,19891726
Tajikistan,TJK,2015,25230977024,5302282,8951653
Tajikistan,TJK,2016,26971914240,6436582,14058271
Tajikistan,TJK,2017,28886921216,7858320,15757294
Tajikistan,TJK,2018,31082326016,9108296,13477659
Tajikistan,TJK,2019,33382418432,9832171,13846662
Tajikistan,TJK,2020,34884628480,9434043,12924381
Tajikistan,TJK,2021,,10336408,
Tanzania,TZA,1990,34116431872,2112309,3633720
Tanzania,TZA,1991,34823319552,2255268,3839442.5
Tanzania,TZA,1992,35026800640,2177588,3765366.8
Tanzania,TZA,1993,35449155584,2426036,4048679
Tanzania,TZA,1994,36004876288,2063123,3808805.2
Tanzania,TZA,1995,37290221568,2433890,4154279.5
Tanzania,TZA,1996,38984822784,2526706,3867713.2
Tanzania,TZA,1997,40359149568,2824358,4281980
Tanzania,TZA,1998,41855873024,2480937,4213943.5
Tanzania,TZA,1999,43891683328,2458755,4387116.5
Tanzania,TZA,2000,45875933184,2571821,4938452
Tanzania,TZA,2001,48660971520,3040810,5455775.5
Tanzania,TZA,2002,52112588800,3485616,5897260.5
Tanzania,TZA,2003,55589953536,3687241,6175431.5
Tanzania,TZA,2004,59761319936,4232275,6894059
Tanzania,TZA,2005,64229269504,5359481,8767849
Tanzania,TZA,2006,68424863744,5879905,8714173
Tanzania,TZA,2007,73056223232,5709808,9222274
Tanzania,TZA,2008,77210509312,5914939,11627813
Tanzania,TZA,2009,81278812160,5770842,9966499
Tanzania,TZA,2010,86429065216,6926654,11147717
Tanzania,TZA,2011,93060030464,7751513,14348446
Tanzania,TZA,2012,97247879168,9059775,15373734
Tanzania,TZA,2013,1.03843E+11,9910496,18568588
Tanzania,TZA,2014,1.10834E+11,9898228,18795012
Tanzania,TZA,2015,1.17662E+11,10635198,20097346
Tanzania,TZA,2016,1.25742E+11,10869388,17094736
Tanzania,TZA,2017,1.34275E+11,11403023,16711186
Tanzania,TZA,2018,1.41586E+11,11787107,17583788
Tanzania,TZA,2019,1.49798E+11,13043474,18392278
Tanzania,TZA,2020,1.52788E+11,12294180,17654508
Tanzania,TZA,2021,,13058865,
Thailand,THA,1990,4.01679E+11,86705280,118806190
Thailand,THA,1991,4.36056E+11,95082100,120697176
Thailand,THA,1992,4.71304E+11,104928744,154670220
Thailand,THA,1993,5.10196E+11,121566780,153599260
Thailand,THA,1994,5.50997E+11,133957736,157995020
Thailand,THA,1995,5.95739E+11,156027260,173427470
Thailand,THA,1996,6.2941E+11,174616770,183208450
Thailand,THA,1997,6.12079E+11,182157170,173958220
Thailand,THA,1998,5.65352E+11,161763000,130859520
Thailand,THA,1999,5.91202E+11,170280160,149210660
Thailand,THA,2000,6.17542E+11,173250620,154194130
Thailand,THA,2001,6.38811E+11,186332420,165457730
Thailand,THA,2002,6.78092E+11,197138800,180744110
Thailand,THA,2003,7.26842E+11,205746670,186816500
Thailand,THA,2004,7.72555E+11,220425180,204240200
Thailand,THA,2005,8.04907E+11,227314050,217365780
Thailand,THA,2006,8.44893E+11,231140620,216796560
Thailand,THA,2007,8.90815E+11,236720270,220272600
Thailand,THA,2008,9.06187E+11,233188130,228204740
Thailand,THA,2009,8.99929E+11,246862480,234461580
Thailand,THA,2010,9.67544E+11,261785950,260388820
Thailand,THA,2011,9.75673E+11,258978640,261590910
Thailand,THA,2012,1.04634E+12,276876830,269886050
Thailand,THA,2013,1.07446E+12,290364500,282485630
Thailand,THA,2014,1.08504E+12,285979940,261078510
Thailand,THA,2015,1.11904E+12,289419780,260899040
Thailand,THA,2016,1.15748E+12,288511650,257012580
Thailand,THA,2017,1.20584E+12,293074180,263793220
Thailand,THA,2018,1.25636E+12,282105400,268810020
Thailand,THA,2019,1.28483E+12,290239230,275887900
Thailand,THA,2020,1.20647E+12,277368450,274683650
Thailand,THA,2021,,278495700,
Togo,TGO,1990,6745350656,977644,1284738.1
Togo,TGO,1991,6698135040,1049806,1383205.1
Togo,TGO,1992,6431503360,1030496,1412169.9
Togo,TGO,1993,5460614656,1068807,1461532
Togo,TGO,1994,6278746624,1006679.06,1483157
Togo,TGO,1995,6771366400,1174741,1699493.2
Togo,TGO,1996,7369698816,1265171,1680693.8
Togo,TGO,1997,8429268480,878986,1356430.8
Togo,TGO,1998,8235405312,1289967,1904373.1
Togo,TGO,1999,8439788032,1850434,1937079.5
Togo,TGO,2000,8373663744,1331372,965505.4
Togo,TGO,2001,8442615808,1158913,824184.94
Togo,TGO,2002,8765682688,1322471,1198691.2
Togo,TGO,2003,9354752000,1804731,1226604.6
Togo,TGO,2004,9263200256,1743929,1136826.2
Togo,TGO,2005,8830951424,1721591,1129350.9
Togo,TGO,2006,9064983552,1500506,3622250.2
Togo,TGO,2007,8958458880,1516752,1187423
Togo,TGO,2008,9322374144,1522778,1146013.1
Togo,TGO,2009,9838639104,2740838,1954985.9
Togo,TGO,2010,10438722560,2595698,1779334
Togo,TGO,2011,11106613248,2503920,1718082.8
Togo,TGO,2012,11833374720,2215629,2022336.6
Togo,TGO,2013,12556672000,1642552,1436443.5
Togo,TGO,2014,13300100096,1541898,1590273.5
Togo,TGO,2015,14063907840,1863341,2134739.8
Togo,TGO,2016,14845731840,2311978,2405859.5
Togo,TGO,2017,15491186688,2159934,2106799.2
Togo,TGO,2018,16262061056,2207887,7947544
Togo,TGO,2019,17149957120,2205025,7930084
Togo,TGO,2020,17450565632,2243693,7050534.5
Togo,TGO,2021,,2342020,
Tonga,TON,1990,357971872,84272,
Tonga,TON,1991,380935584,87936,
Tonga,TON,1992,381895456,69616,
Tonga,TON,1993,396170912,84272,
Tonga,TON,1994,415791360,91600,
Tonga,TON,1995,446470688,95264,
Tonga,TON,1996,454531840,76944,
Tonga,TON,1997,460092800,98928,
Tonga,TON,1998,471405376,87936,
Tonga,TON,1999,488898688,109920,
Tonga,TON,2000,493181376,95264,
Tonga,TON,2001,511670368,87936,
Tonga,TON,2002,536476224,102592,
Tonga,TON,2003,548858368,117248,
Tonga,TON,2004,535627008,109920,
Tonga,TON,2005,536061056,113584,
Tonga,TON,2006,535264288,128240.01,
Tonga,TON,2007,536715360,113584,
Tonga,TON,2008,562210240,120912,
Tonga,TON,2009,532980320,131904,
Tonga,TON,2010,537262784,117248,
Tonga,TON,2011,573894848,102592,
Tonga,TON,2012,578618560,106256,
Tonga,TON,2013,580425664,113584,
Tonga,TON,2014,592142720,113584,
Tonga,TON,2015,599081920,117248,
Tonga,TON,2016,638447616,124576,
Tonga,TON,2017,659659584,135568,
Tonga,TON,2018,661638656,135568,
Tonga,TON,2019,666495296,161216,
Tonga,TON,2020,670858816,170150,
Tonga,TON,2021,,174859,
Trinidad and Tobago,TTO,1990,12309922816,16981164,11746493
Trinidad and Tobago,TTO,1991,12693057536,16968162,12416915
Trinidad and Tobago,TTO,1992,13974165504,19102764,13982657
Trinidad and Tobago,TTO,1993,13880662016,17411194,12849563
Trinidad and Tobago,TTO,1994,14375811072,17024210,12238129
Trinidad and Tobago,TTO,1995,14923516928,16460279,11167379
Trinidad and Tobago,TTO,1996,15988231168,20768036,14362512
Trinidad and Tobago,TTO,1997,17191002112,20559596,14850541
Trinidad and Tobago,TTO,1998,18587697152,19750646,15163358
Trinidad and Tobago,TTO,1999,20079325184,22464442,13874534
Trinidad and Tobago,TTO,2000,21465071616,24191266,10147702
Trinidad and Tobago,TTO,2001,22359848960,26569366,12149810
Trinidad and Tobago,TTO,2002,24134486016,28591178,14885956
Trinidad and Tobago,TTO,2003,27619743744,32250870,16757642
Trinidad and Tobago,TTO,2004,29815527424,32575768,16423517
Trinidad and Tobago,TTO,2005,31666755584,37944096,15062138
Trinidad and Tobago,TTO,2006,35849318400,42414372,13316025
Trinidad and Tobago,TTO,2007,37553672192,45234588,19349102
Trinidad and Tobago,TTO,2008,38827393024,44095716,18650772
Trinidad and Tobago,TTO,2009,37122199552,44220308,24876820
Trinidad and Tobago,TTO,2010,38355853312,46957412,24858234
Trinidad and Tobago,TTO,2011,38242951168,46680092,18729830
Trinidad and Tobago,TTO,2012,38728622080,46175892,14986101
Trinidad and Tobago,TTO,2013,39591911424,45823652,14905221
Trinidad and Tobago,TTO,2014,39230619648,46891730,19254518
Trinidad and Tobago,TTO,2015,39812714496,45559684,22901264
Trinidad and Tobago,TTO,2016,37582479360,39893096,27882374
Trinidad and Tobago,TTO,2017,36459761664,40317884,24243620
Trinidad and Tobago,TTO,2018,36483842048,40327884,22976614
Trinidad and Tobago,TTO,2019,36029100032,40768204,25991120
Trinidad and Tobago,TTO,2020,33199394816,35756216,26192082
Trinidad and Tobago,TTO,2021,,36124040,
Tunisia,TUN,1990,47770005504,13126084,15902676
Tunisia,TUN,1991,49635209216,15363726,16907812
Tunisia,TUN,1992,53509599232,14890977,21442932
Tunisia,TUN,1993,54681366528,16352594,19853132
Tunisia,TUN,1994,56419364864,15777158,17664860
Tunisia,TUN,1995,57746161664,15546934,17788268
Tunisia,TUN,1996,61872750592,16580877,17476650
Tunisia,TUN,1997,65239212032,16747231,17300038
Tunisia,TUN,1998,68360101888,17808538,17593834
Tunisia,TUN,1999,72499052544,18118680,18796390
Tunisia,TUN,2000,75913740288,19671640,14204878
Tunisia,TUN,2001,78795628544,20545596,14392865
Tunisia,TUN,2002,79837749248,20558744,14857771
Tunisia,TUN,2003,83592036352,20925682,15298714
Tunisia,TUN,2004,88804663296,21926618,15354550
Tunisia,TUN,2005,91900878848,22268760,15241876
Tunisia,TUN,2006,96720257024,22601842,15784977
Tunisia,TUN,2007,1.0321E+11,23684282,15819603
Tunisia,TUN,2008,1.07584E+11,24333186,15978302
Tunisia,TUN,2009,1.10858E+11,24321470,18143120
Tunisia,TUN,2010,1.1475E+11,27101188,19776112
Tunisia,TUN,2011,1.12841E+11,25526012,18351682
Tunisia,TUN,2012,1.17256E+11,27135996,19340428
Tunisia,TUN,2013,1.19769E+11,27580620,19857606
Tunisia,TUN,2014,1.23011E+11,28668132,21206348
Tunisia,TUN,2015,1.24241E+11,30265906,22689648
Tunisia,TUN,2016,1.25629E+11,29880056,22324224
Tunisia,TUN,2017,1.28449E+11,30486010,22149810
Tunisia,TUN,2018,1.31674E+11,29996936,28048676
Tunisia,TUN,2019,1.3352E+11,29704398,27409060
Tunisia,TUN,2020,1.2126E+11,27578280,25333470
Tunisia,TUN,2021,,31582746,
Turkey,TUR,1990,6.81003E+11,151664530,215669360
Turkey,TUR,1991,6.85908E+11,158140740,213997280
Turkey,TUR,1992,7.20448E+11,164061420,249864770
Turkey,TUR,1993,7.75571E+11,171133730,231541840
Turkey,TUR,1994,7.39367E+11,167560900,210322100
Turkey,TUR,1995,7.97616E+11,181481820,223940220
Turkey,TUR,1996,8.56477E+11,199582750,210248320
Turkey,TUR,1997,9.21378E+11,212037400,224248720
Turkey,TUR,1998,9.4353E+11,212069940,226605220
Turkey,TUR,1999,9.12741E+11,207857780,228384200
Turkey,TUR,2000,9.76023E+11,229858200,252159470
Turkey,TUR,2001,9.19902E+11,213483470,202016420
Turkey,TUR,2002,9.79214E+11,221148220,222080980
Turkey,TUR,2003,1.03565E+12,236683300,245243180
Turkey,TUR,2004,1.1371E+12,244688740,277276860
Turkey,TUR,2005,1.23935E+12,264768600,302848960
Turkey,TUR,2006,1.32546E+12,282266700,327168320
Turkey,TUR,2007,1.39231E+12,313578140,363345020
Turkey,TUR,2008,1.40366E+12,310532320,350209000
Turkey,TUR,2009,1.33596E+12,316319330,324564900
Turkey,TUR,2010,1.44854E+12,316036480,352060320
Turkey,TUR,2011,1.61078E+12,341862340,385958530
Turkey,TUR,2012,1.68791E+12,355882620,398121000
Turkey,TUR,2013,1.83114E+12,347152670,387042600
Turkey,TUR,2014,1.9216E+12,363866340,399609150
Turkey,TUR,2015,2.03852E+12,384330460,412669540
Turkey,TUR,2016,2.10626E+12,405304500,419303000
Turkey,TUR,2017,2.26427E+12,430220380,442207520
Turkey,TUR,2018,2.33174E+12,422568900,426939000
Turkey,TUR,2019,2.35249E+12,401719740,395552770
Turkey,TUR,2020,2.39468E+12,413433100,402118820
Turkey,TUR,2021,,446204200,
Turkmenistan,TKM,1990,26553870336,31308440,
Turkmenistan,TKM,1991,25330995200,32638496,
Turkmenistan,TKM,1992,21539960832,31994180,
Turkmenistan,TKM,1993,21863061504,27516396,
Turkmenistan,TKM,1994,18080782336,33443120,
Turkmenistan,TKM,1995,16778957824,33933520,
Turkmenistan,TKM,1996,17903147008,30604732,
Turkmenistan,TKM,1997,15862188032,30556472,
Turkmenistan,TKM,1998,16988403712,32025558,
Turkmenistan,TKM,1999,19791489024,37605610,
Turkmenistan,TKM,2000,20873900032,37466196,
Turkmenistan,TKM,2001,21780629504,32163608,
Turkmenistan,TKM,2002,21836644352,27824656,
Turkmenistan,TKM,2003,22550448128,37566456,
Turkmenistan,TKM,2004,23678060544,46446516,
Turkmenistan,TKM,2005,26764267520,45437092,
Turkmenistan,TKM,2006,29701193728,46873896,
Turkmenistan,TKM,2007,32985937920,46759360,
Turkmenistan,TKM,2008,37834870784,56666876,
